,ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
4803,1245194348767174659,"I go back on immunosuppressants tomorrow. So tonight I drink, because fuck the reality of being immunosuppressed in the time of coronavirus.",0,0,0,0,0,0,1,0,0,0,1
7461,1245227994144268288,"jan: ww3
feb: australia wildfires
march: corona 

waiting for the next thing 2020 gonna throw",0,0,0,1,0,0,0,0,0,1,1
7385,1245226879809925120,No help for Nigerians sitting at home in Nigeria because of coronavirus. APC government not doing enough for the citizens,0,0,0,0,0,0,1,0,0,0,0
5607,1245204359983611905,"Ok its apr 1st news when the government comes out and says #COVID19 was just a joke, right? Right?",1,0,0,1,1,0,0,0,0,0,0
9236,1247729933058625536,"One more #COVID19 death in #TamilNadu. The patient aged 45, died in #Vellore. Total number of deaths in the state goes up to 8.",0,0,0,0,0,0,0,0,1,0,0
6754,1245217936270393399,"I ain’t scared of coronavirus! 

april fools - 
¸.*´¯*🎀  𝒾 𝒶𝓂 𝓈𝒸𝒶𝓇𝑒𝒹 𝓉🌞 𝒹𝑒𝒶𝓉𝒽  🎀*`¯´*.¸",0,0,0,0,1,0,0,0,0,0,0
3351,1245175682696482817,"What do you call a Punjabi guy who works from home during the #COVID19 lockdown?

SOCIAL DISTANCE SINGH

*badum tsss in Dhadd &amp; Chimta*",0,1,0,0,0,0,1,0,0,1,1
9493,1247851490997424128,Bahria Town ki PR campaign chal rahi hai? Too many ads regarding Corona and social responsibility.,1,0,0,0,0,1,1,0,0,0,0
473,1245143142304792580,imagine waking up tmr to find out the coronavirus is the government’s april fools prank,0,0,0,0,0,0,0,0,0,0,1
4699,1245192698992242688,HSN selling stuff with subtle hints at the Corona apocalypse is pretty entertaining,1,0,0,0,0,0,1,0,0,0,0
1506,1245153370446475264,Well I'm officially miserable with the layoffs due to Trump dropping the ball with coronavirus,0,0,0,0,0,1,1,0,0,0,0
4580,1245191169577029633,"#Covid19inSA
#TheLockdown
#SANDF
Help me report this account
Guy is spreading false information",0,0,0,0,0,0,1,0,0,0,0
1199,1245149728855093248,"what if, corona virus is just the april fool’s day jokes? ha !
matamu",1,0,0,0,0,0,0,0,0,0,1
8552,1245245371074273285,"₹16,000 + cr allotted to NRC NPR.
Can we divert it to fight Coronavirus? @BucketheadCase @pmoindia @narendramodi @INCIndia",1,1,0,0,0,0,0,0,0,0,1
3982,1245183883068358656,Maharashtra Death Toll raise to 12; after death of 2 more COVID19 positive  patients,0,0,0,0,0,0,0,0,1,1,0
1357,1245151448851251201,i can’t believe we got keke palmer and jennifer lopez in the same movie last year. i think corona is y’alls punishment for letting it flop,0,0,0,0,0,1,0,0,0,1,1
6116,1245210552315625473,ATP I don’t know what to believe in the Coronavirus statistics but I damn sure ain’t risking shit either.,0,0,0,0,1,0,0,1,0,0,0
2697,1245167891076591616,Anyone else live in constant fear of their parents getting corona? No? Just me?,0,0,0,0,1,0,0,0,0,0,0
9443,1247850613821583360,"Look, I’m not saying Derek Acorah predicted this or anything but I think it’s just a bit suspect that he shuffled off when he did. 
#COVID19",0,0,0,0,0,0,0,1,0,0,0
4760,1245193698045902849,"Nizammudin ke 2000-3000 suar Corona faila rahe hain.  #CoronaJihaad 
Blast dat Corona Terror camp",0,0,0,0,0,0,1,1,0,0,0
5487,1245202917298253825,It's April 1 and I wish we can help ourselves and keep out #COVID19 from all the jokes. Someone's life might depend on it.,1,0,0,0,0,1,1,0,0,0,1
450,1245143022859419648,Since the corona virus it ain’t been no Booty hole out here to lick mane,1,0,0,0,0,0,1,0,0,0,1
5940,1245208324489875459,Some of y’all got cardi b stuck in your head saying “CORONA Virus”. I got fuckin Joe Exotic in my head saying “That Bitch Carole Baskin”,0,0,0,0,0,0,0,0,0,0,1
8043,1245237339175235586,am i sore and tired because i’ve been constantly anxious and stressed or is it a symptom of coronavirus,0,0,0,0,1,1,0,0,0,0,0
7249,1245224878384361473,Damn that’s crazy seniors really not gon have a prom or be able to graduate bc of this Coronavirus,0,0,0,1,0,1,1,0,0,0,0
6475,1245214623751684097,"Aye any coronavirus type jokes or pranks today will not be tolerated, WE NOT IN THE MOOD, April Fools is cancelled 🙅🏾‍♂️🚫",0,0,0,0,0,0,1,0,0,0,0
2359,1245163267732811776,Those who were farcical on #GauMutra found communalizing corona #COVID19outbreak #CoronaJihad  #NizamuddinMarkaz,0,0,0,0,1,0,1,0,0,1,0
1466,1245152924784832512,The first firefighter died today from Covid-19. You’re a hero Izzy.  #COVID19,1,0,1,0,0,1,0,0,0,0,0
7973,1245236177155715072,"my boyfriend just called me and said he miss me 😭
please corona go away shoo shoo",0,0,0,0,0,1,0,0,0,0,0
2828,1245169606471409671,"Watching @raptors vs @sixers on @sportsnet.

For a couple of hours it’s just pure joy. No coronavirus, no quarantine. 

#WeTheNorth",1,0,0,0,0,0,0,0,0,0,0
7004,1245221368376918016,Anyone else reading Coronavirus as if Cardi B is saying it in your brain,0,0,0,0,1,0,0,0,0,0,1
4767,1245193790001942528,RT sheila_ao RT stengel: PLEASE STOP TELEVISING THESE CORONA CAMPAIGN RALLIES LIVE. THEY ARE BAD FOR THE PUBLIC HEALTH.,0,0,0,0,0,0,1,0,0,0,0
30,1245139117131698176,"Yes. Want to get narrative out of corona, rightists,  never do any right.",0,0,0,0,0,1,1,0,0,1,0
6072,1245210055395270657,do y’all think airlines are gonna start charging like 5k per trip to make up for the loss during covid19???,0,0,0,0,1,0,0,0,0,1,1
6200,1245211627500101632,"Judiciary is biased, impressed by anti Hindu, anti National media. Also Jail is not safe for prevention of corona.
#CoronaRiskForPrisoners",0,0,0,0,0,1,1,0,0,1,0
5403,1245201888863117312,Apparently the #COVID19 Home Pub Crawl stopped in the living room. They server @RedHartBrewing ❤️ 🍻,1,0,0,1,0,0,0,0,0,0,1
8623,1245246264767320065,"Two positive case of corona now in Sirsa, Haryana 
So terrible😱😱☹️
😔😔😔😞😞😞😞😞",0,0,0,1,0,1,0,0,0,0,0
9770,1247857897058566144,"The outbreak of #Covid19 is posing a ‘greatest existential crisis' to Human race we have ever seen..

#PMKcallsCurfewExtension",0,0,0,1,0,1,0,0,1,0,0
8481,1245244356719755265,"Breaking #FoxNews Alert : Coronavirus death toll in US reaches 4,000",0,0,0,0,0,0,0,0,1,0,0
6178,1245211291603488768,@KasthuriShankar akka Any idea of accepting head shave challenge for nurse who worked against corona covid 19...????,0,0,0,0,1,0,0,0,0,1,0
9998,1250089344091725827,thinking about how i put my two weeks in right before coronavirus went crazy... the way i never showed up again,1,0,0,1,0,0,0,0,0,0,1
2363,1245163297403539457,"i don’t care about no damn coronavirus. if ateez wanted to touch my face, i’d let them.",1,0,0,0,0,0,1,0,0,0,1
570,1245143940950634498,@sebulia1 I read a report that said people in China were getting coronavirus twice. The second time was not as dangerous.,0,0,0,0,0,0,0,0,1,1,0
7371,1245226635592253440,The memory’s on Snapchat showed me that 1 year ago I was living my best drunk life unworried of corona 😭😭😭😭😭,0,0,0,0,0,1,0,0,0,0,0
2705,1245167991735455744,Translation: coronavirus has converted to Islam in India. Says a potato face.,0,0,0,0,0,0,0,0,0,0,1
5076,1245197694991286273,i have gotta stop reading articles &amp; stories about coronavirus bc it is giving me straight up anxiety,0,0,0,0,1,0,0,0,0,0,0
536,1245143615929712640,Presido should release Corona Virus funds round other states oo before all other Governors test positive ooo🚶🏻‍♀️🚶🏻‍♀️@Gidi_Traffic,0,1,0,0,1,0,1,1,0,1,0
4751,1245193551790485504,"NEW: India reports 272 new cases of coronavirus and 6 new deaths.

A total of 1,619 cases and 49 deaths 😑",0,0,0,0,1,1,0,0,1,0,0
2815,1245169341928288256,Leo has liked Redick throughout the series and he liked that shot. it ties the game so must be replayed. #Rators #stayhome #covid19,1,0,0,0,0,0,0,0,1,1,0
8970,1245251595874349056,"april fools coronavirus is a hoax

wait someone already said that",1,0,0,0,0,0,0,0,0,0,1
3188,1245173598228295682,Make him spend 24 hours in an NYC ER. #COVIDIOT #coronavirus #COVIDー19,0,0,0,1,0,0,1,0,0,0,0
7486,1245228430658097152,"Happy fools Day fahm😁

I knew we so deep into this corona shiit that we almost forgot😂",0,0,0,0,0,0,0,0,0,0,1
3895,1245182885004337159,"In india it’s easy to defeat Coronavirus but not easy to defeat Communal Virus
#CommunalVirus",0,0,0,0,0,0,1,0,0,1,0
4473,1245189604174594048,@SenMarkey  This is what you tweet as Massachusetts gears up for a surge in coronavirus cases from April 7 - 17?,0,0,0,0,0,1,1,0,0,0,1
6902,1245219995862405120,Dont start being concerned about coronavirus deaths when you support Planned Parenthood and abortions. Swallow cock!,0,0,0,0,0,0,1,0,0,0,0
728,1245145421007278086,My mother in laws ex boyfriend died from the coronavirus last night. RIP DV,0,0,0,0,0,1,0,0,0,0,0
5483,1245202882892386305,"Need this corona shit to end ASAP no Rocky, I’m trying to live my life man",0,0,0,0,1,1,1,0,0,0,1
6373,1245213549288394759,If you haven’t followed them yet then go follow for all the latest #coronavirus news in India,0,0,0,1,0,0,0,0,1,1,0
8038,1245237280350052352,"Gove and Jenrick causing total confusion over testing, this is orchestrated incompetence #GMB #COVID19 #COVIDー19",0,0,0,0,1,0,1,0,0,0,0
6751,1245217921200033792,The Coronavirus is everywhere! Now that I have to be locked inside I want to go outside like what the crap 😂,0,0,0,0,0,1,0,0,0,0,1
3372,1245175892864794626,"Look at it this way, if Yellowstone does erupt, the coronavirus suddenly won't be our biggest problem anymore.",1,0,0,0,0,0,0,1,0,0,0
3317,1245175230030475264,"You own this @potus.

May history forever remember how you lied while Americans died.

#COVID19 
#coronavirus",0,0,0,0,0,0,1,0,0,0,0
3868,1245182466085785600,FOX NEWS: NFL star Allen Robinson helping to feed Chicago students impacted by coronavirus crisis,0,1,0,0,0,0,0,0,1,0,0
3331,1245175473744814080,"yo what's up, whose thirst levels are approaching infinity during corona-cation.",0,0,0,1,0,0,0,0,0,1,0
5102,1245198013758234624,"Are pregnant women in the U.S. getting twice as much money because a fetus is a person?
#COVID19",0,0,0,1,0,0,0,0,0,1,1
7150,1245223320552968192,"On March 27 there were 3,600 cases of coronavirus in Michigan and now there are 7,600...this is CRAZY",0,0,0,0,1,0,0,0,0,1,0
6164,1245211183902265345,"I talk with my best friend, @_reviewmypaper, about how the Corona Virus is affecting her Texas town.",0,0,0,1,0,1,0,0,0,1,0
4725,1245193065142177798,The way 2020 is going we’re gonna have more people dying from cirrhosis then coronavirus,0,0,0,1,0,1,0,0,0,0,1
5495,1245202975179579393,Corona get me feelin unusual. Feelin like gettin bood up smh,0,0,0,0,1,1,0,0,0,1,0
4290,1245187368413360128,Early lockdown in India has given us time to enhance testing and treatment the patients to root out #Coronavirus .,1,1,0,0,0,0,0,0,1,0,0
5067,1245197599226748934,Soon as this corona virus go on about it’s business I’m on my way to VA 😭,0,0,0,1,0,1,1,0,0,0,0
1272,1245150458769027072,Along with the lack of toilet paper the #coronavirus has also brought an over abundance of charts and graphs.,0,0,0,0,0,0,0,0,0,0,1
2734,1245168351091077121,March 2014-Ebola virus.March 2020 - Corona virus. After they will tell us that kings and queens are born in March. Virus children.,0,0,0,0,0,0,1,0,0,0,1
4299,1245187431533621248,"Eat 
Sleep 
Check Corona virus cases in India 
Repeat 
#CoronaVirusUpdates",0,0,0,0,0,0,0,0,0,1,1
918,1245146982093594624,"I was doing so good, eating better and finally losing that birth control weight then boom, corona quarantine snacking boredom.",0,0,0,0,0,1,0,0,0,0,1
1230,1245150085580763137,Oh so update corona did in fact stop the gains.. they closed the next day lol,0,0,0,0,0,0,0,0,0,0,1
8147,1245238954648993793,Coronavirus is putting Kaitlin Bennett out of a job what’s she gonna do hop on a zoom link?,0,0,0,0,0,1,0,0,0,0,1
8246,1245240700301697024,alright governments worldwide its officially april fools you can tell us this corona shit was all a joke cmon now,0,0,0,0,0,1,1,0,0,0,1
1015,1245147799068557312,13 year old died from #COVID19. Us young people should not think were invincible. #StaySafe,0,0,0,1,1,1,0,0,0,0,0
6017,1245209284339793920,"🟡 ⬆️  22 new confirmed case(s) in Afghanistan 🇦🇫  totaling 196 in this place. Already 858,938 worldwide. #coronavirus #covid19 #Afghanistan",0,0,0,0,0,0,0,0,1,0,0
1448,1245152588925976577,Buhari should better come and tell us that this corona thing is #AprilFool but we can stay at home till on 14th 😭,0,0,1,0,0,1,1,0,0,0,0
4139,1245185396662624256,CMS issues a significant waiver of the Stark Law related to the #COVID19 emergency,0,0,0,0,0,0,0,0,1,1,0
7069,1245222164636172289,"Corona still spreading, Yellowstone had a quake, and she ain’t textin back. I’m starting fresh as a virgin after this idc",0,0,0,0,0,0,0,0,0,0,1
9663,1247855017379299328,coronavirus-more-then-4000-cases-in-pakistan-doctors-strike-end-now,0,0,0,0,1,0,0,0,1,0,0
735,1245145483829485575,@MRobertsQLD Yes.  China has cost the American taxpayers 2+ billions with their Coronavirus coverup.,0,0,0,0,0,0,1,1,0,0,0
154,1245140136557412352,Our president #DonaldTrump is wack. He has failed us every step of the way through #Covid_19 crisis. Chump! Thanks for nothing!,0,0,0,0,0,0,1,0,0,0,0
1480,1245153075918143488,Thanks to Corona I’m not gonna get to see @MorganWallen in June and I am NOT ok,0,0,0,1,0,1,0,0,0,0,0
5440,1245202291566604288,There are two types of people in the world. Corona patients and #muslim corona patients. 🙄,0,0,0,0,0,0,1,0,0,0,1
6631,1245216473284517890,We know its a 1st April so please dont fool us..special with a Corona..#Covid19inSA #LockdownSA,0,0,0,0,0,1,1,0,0,0,1
6827,1245218858753024003,🇺🇸US coronavirus deaths set one-day record at 901,0,0,0,0,0,1,0,0,1,0,0
8462,1245244143615475713,"Our African pastors and Bishops
Are waiting for Corona virus to End 
And they do Miracles
#Stayhomes #Washhands",1,0,0,1,0,0,1,0,0,0,1
7654,1245231351126732802,I wish the coronavirus was just one big April fools joke and after tmrw everything would go back to normal🥴but we all know sadly it’s not,0,0,0,1,0,1,0,0,0,0,0
3468,1245177247801249793,The last thing i wanna hear is my family member dyin from dam corona 😢 i cant do this,0,0,0,0,1,1,0,0,0,0,0
4276,1245187120685297664,Can’t wait to see how many people think using Corona as an April Fool’s joke is funny.,0,0,0,0,0,0,1,0,0,0,1
9363,1247848643094130688,"SKIMS confirms, 11 more test positive for #COVID19. All from Bandipora and Baramulla. The curve remains far from flattened.",0,1,0,0,0,0,0,0,1,1,0
9427,1247850197952143360,@eDreams ???? Is anyone going to answer the phone or emails@or DMs your customer service was poor way before coronavirus!,0,0,0,0,0,0,1,0,0,0,0
3606,1245179043407753217,"Dear Corona, please take this #POSPOTUS &amp; his #TrumpsterPeople 🙏🙏🙏 Amen 😇",0,0,1,0,0,0,1,0,0,0,1
3756,1245180753689735168,"Landlords: Ok due to corona virus you do not need to pay April rent

just kidding lol April fools",0,0,0,0,0,0,0,0,0,0,1
568,1245143923544281088,Watch the government say April fools tomorrow about all this Corona stuff 😂😂,0,0,0,0,0,0,0,0,0,0,1
7841,1245234541473583106,+ve covid19 april fool is not funny pls dont do anything like that,0,0,0,0,0,0,1,0,0,0,0
1864,1245157262123044868,waiting for Trump or CNN to hit us with “Cure for Coronavirus” tomorrow,1,0,0,0,0,0,0,0,0,0,0
2609,1245166435292401665,If the April Fool’s joke isn’t the #coronavirus I don’t want it 😒,0,0,0,0,0,1,0,0,0,0,0
3823,1245181886227533825,"ya know, my mom would always joke about my birthday being canceled. well, thanks corona.",0,0,0,0,0,1,1,0,0,0,1
5668,1245205081819136002,Yo this corona is gonna test me to see how many times I can run The Office straight through,0,0,0,0,0,0,0,0,0,0,1
9699,1247855957348093953,"@DalaiLama_es  Fuck you Dalai. It's time to donate money for coronavirus. Stop praying, start donating.",0,0,0,0,0,0,1,0,0,0,0
8615,1245246157070176256,What is up with this cough that I have? Corona virus better leave me the fuck alone! 🥺,0,0,0,0,0,1,1,0,0,0,0
7846,1245234609157058562,So when’s it gonna he revealed corona was a April fools prank and we can get back to our lives????,0,0,0,0,1,1,0,0,0,0,1
7405,1245227181829246977,"Ha remember that coronavirus thing APRIL FOOLS this whole thing has just been a big prank, get gotten.",1,0,0,0,0,0,0,0,0,0,1
5793,1245206515364933633,"So U.S. Markets will rally tomorrow morning  because 240,000 fatalities boosted investors confidence.
#COVID19",0,0,0,0,0,0,1,0,0,0,0
1392,1245151817538785280,"working right in the epicenter of the corona outbreak in my city. 
90 percent of the people I seen today were Chinese. Pray for me.",0,0,0,1,1,0,0,0,0,0,1
1793,1245156519286419456,"Observations about the impact of the #coronavirus crisis on freedom and political awareness

Read the full thread!",0,0,0,0,0,0,0,0,1,1,0
7961,1245236031919661058,"April, may you be good to us. And may we be free from Coronavirus... Happy New Month to y'all!",1,0,0,0,0,0,0,0,0,0,0
7362,1245226467606368256,I want God to intervene in this whole crap! #Corona 'nyana e ea lapisa,0,0,1,0,0,0,1,0,0,0,0
607,1245144352135041024,"@JoyAnnReid So you, ostensibly a news person, were watching TIger King during the Daily Coronavirus briefing.  Explains a lot.",0,0,0,0,0,0,1,0,0,1,0
6890,1245219787652956160,@real12k on MF 🔥🔥🔥🔥🔥 with Russian table tennis picks tonight on @acedbets F U #COVID19 the fighting spirit of #sportsgambling lives on,1,0,0,0,0,0,1,0,1,0,0
3005,1245171431056556035,Wasn't the apocalypse supposed to arrive much later than that? #stayhome #COVID19,0,0,0,1,0,0,0,0,0,0,1
3274,1245174607289683968,"If tomorrow you tell someone you have coronavirus and then shout “APRIL FOOLS” you are:
1) an asshole
2) the most uncreative person ever",0,0,0,0,0,0,1,0,0,0,1
272,1245141335687827456,"@RotoPat Was coronavirus a reason to stop what was about to happen. The draft in Vegas or something else, imagine is not bad at all😷",0,0,0,1,0,0,1,1,0,1,0
1087,1245148461663748096,"I’m not sure if my grand pops died of Covid19, but my aunt in NY makes it seem that way on Facebook 🤔😐",0,0,0,0,1,0,0,0,0,1,0
7049,1245221909022666754,"I was hoping to wake up today to a big news flash, Muwaha haha! Coronavirus? April's fool!!!",1,0,0,0,0,0,0,0,0,0,1
4835,1245194788363587584,#coronavirus My 22 yr old daughter who  doesn't do dirt just went out and weeded the backyard the Bonus of Lockdown :),1,1,0,0,0,0,0,0,0,0,1
8309,1245241765034102786,I’m trynna get my shit together but corona is making that shit hard asf,0,0,0,0,0,1,1,0,0,0,0
5888,1245207751892045824,"No new case of #COVID19 in Rajasthan, as of 9 am today; State Tally still at 93.",0,0,0,0,0,1,0,0,1,0,0
8816,1245249158606467072,A symptom of coronavirus is loss of taste. Well shit i must’ve had the rona when i met my ex......,0,0,0,0,0,0,0,0,0,0,1
521,1245143550318297098,How do all these medics find the time to tweet in a crisis? Multitaskers all of them. #coronavirus #Covid_19,0,0,0,0,0,0,1,0,0,1,1
6735,1245217785715793920,God if you open back outside and kill this corona virus I will never complain about a spot being overcrowded again.,1,0,0,0,0,0,1,0,0,0,1
3474,1245177352075661312,"I’m still having to go into work...

Just wondering if pants are still mandatory workplace attire? 
#COVID19au #COVID19",0,0,0,0,1,0,0,0,0,0,1
8996,1245252027418062848,So who's no corona in our party competing with? I guess idiots who believed this whole thing was a scam like him...,0,0,0,0,0,0,1,1,0,0,1
7492,1245228553106530307,"@Yamiche you deserve a pay raise, a medal, plenty of flowers, two weeks at the spa, and more when this coronavirus shit is all over!!!",0,1,0,0,0,0,0,0,0,1,0
1332,1245151263810932737,An opportunity to change our global citizenship is upon us. #Coronavirustruth #coronavirus #COVID19,1,0,0,0,0,0,0,0,0,1,0
3646,1245179508434534401,"Binge watching @NBCSuperstore now. On season 2 now, seasons 3-5 to follow. #Superstore #StayAtHome #COVID19 #StayHomeNJ",1,0,0,0,0,0,0,0,0,1,1
2838,1245169723312082945,You’ll get the same support @LindseyGrahamSC that you gave Corona patients in blue states!,1,1,0,0,0,0,1,1,0,0,0
9999,1250089370020970496,"Stop asking to change location man😒that how you will spread corona.
Fooook",0,0,0,0,0,0,1,0,0,0,0
3155,1245173084249657345,"Hi, just a reminder that for #Aprilfoolsday2020 don't be a jackass and joke about having the coronavirus. It ain't funny, y'all.",0,0,0,0,0,0,1,0,0,0,0
2204,1245161242844520451,"Never seen more joggers in my life,  Hey everyone look at me exposing myself to Corona during shutdown fning idiots!",0,0,0,0,0,0,1,0,0,0,1
6967,1245221002683895809,"I this situation, Close your eyes and pray, and it'll soon be over.
#Covid_19",0,0,1,0,0,0,0,0,0,0,0
5350,1245201357134385153,How many people think the #coronavirus is #China Chemical  weapon?🇨🇳/ @SCMPNews @GOP @TheDemocrats,0,0,0,0,0,0,0,1,1,1,0
7160,1245223587335802880,if you fucking tell april fools jokes about having corona delete yourself from my life kthx,0,0,0,0,0,0,1,0,0,0,1
1680,1245155194326994945,"Texas Governor @GovAbbott says all Texas schools will remain closed until Monday, May 4th. #COVID19",0,0,0,0,0,0,0,0,1,1,0
7438,1245227786307956738,Lol @ the bitch that was joking about corona 2 weeks ago... now look at you INFECTED,0,0,0,0,0,0,1,0,0,0,1
5451,1245202408931614720,@MindOfEli_  let’s go to Japan ? When all of this Coronavirus is over dawg no lie man,1,0,0,1,0,0,0,0,0,0,1
8867,1245249990089297921,"38 coronavirus deaths in India, 1,637 positive cases. 

#CoronavirusOutbreak",0,0,0,0,0,0,0,0,1,0,0
2014,1245158964624535561,the people that be sayin “coronavirus better not ruin my summer” the same people still goin out on the daily 🥴 STAY TF HOME.,0,0,0,0,0,0,1,0,0,0,0
4674,1245192382209015809,"Not accepting any Corona Virus April fools jokes tomorrow, you will be blocked.",0,0,0,0,0,0,1,0,0,0,0
5152,1245198623010369537,"I think it be like this: I got Corona virus. Ahhh, April fools lol! 😂 Just watch those idiots. Will be more idiot-like.",0,0,0,0,0,0,1,0,0,0,1
4201,1245186210605060097,The Government of Nepal makes harmonic relation with close neighbouring India to fight against the epidemic COVID-19(CORONA VIRUS).,0,1,0,0,0,0,0,0,1,0,0
8321,1245241886123552768,Anyone else gonna look back 20 years from now and remember the PTSD of 2020... Corona &amp; Carole Baskin #TigerKing,1,0,0,0,0,1,0,0,0,1,1
3016,1245171592394682368,Yo fr though shout out to Corona for giving me all this time to work out,1,0,0,0,0,0,1,0,0,0,0
5235,1245199716847104000,If they don’t make a American Girl doll of a girl living through the Corona Virus in a couple years I’ll be pissed.,0,0,0,1,0,0,1,0,0,0,1
9310,1247847785787002883,Desperately waiting for the time when I wake up and ‘Vaccines for corona discovered’ are the headlines. Ameen.,1,0,1,0,0,0,0,0,0,0,0
5474,1245202762578776065,"Since it's fool day let's not be fool or joke using #COVID19  
The country is free of #COVIDー19  good morning",1,0,0,0,0,0,0,0,0,0,1
6447,1245214270880731141,"I woke up scared that I missed my conference call 

Not cool #WorkFromHome #QuaratineLife #COVID19",0,0,0,0,1,0,1,0,0,0,0
8864,1245249977259089920,"Very very reliable government,thank you just got my own #COVID19 relief cash transfer 😷🤐🤕🥴🤒🤧",0,1,1,0,0,0,0,0,0,0,0
5997,1245208990361047041,If only someone could come out and say this whole thing of covid19 was a big #AprilFools joke😥,0,0,0,1,1,0,0,0,0,0,1
7056,1245222004820754438,R kelly said he wanna be released due to “Concerns about coronavirus!“ Nigga wtf you gone do??? MOLEST IT AWAY?,0,0,0,0,0,0,1,0,0,0,1
6496,1245214853838467073,Waiting for the government to come out and say April fools for this whole corona thing,1,0,0,0,0,0,0,0,0,0,1
3529,1245178133319467012,"Theme of 2020: “We’s gon die” 🤦🏾‍♂️

#COVID19 #corona #coronavirus #ScaryNews",0,0,0,1,0,0,0,0,0,0,0
6168,1245211204886372354,The fact that people still don’t believe the coronavirus is real is beyond me.,0,0,0,0,0,1,1,0,0,1,0
2342,1245163096680759301,"Am I alone in thinking that Fredo Cuomo doesn't actually have #coronavirus ? 
#cuomobrothers #TakeOutTuesday #COVID19 #WuFlu #CoronaHoax",1,0,0,0,0,0,0,1,0,1,1
6014,1245209258096033795,I’m at drinking-grapefruit-White Claw level of coronavirus level cabin fever.,0,0,0,0,0,1,0,0,0,0,1
3644,1245179491984396289,@narendramodi @AmitShah  is there any deliberate attempt to spread corona through Delhi Markaj Event. Needs to be invistigated.,0,0,0,0,1,0,0,1,0,0,0
2311,1245162643578593284,“it’s harder to get a good guy than get rid of covid19” -chloe #iykyk,0,0,0,0,0,1,0,0,0,0,1
1276,1245150555627859968,What is taking the USA so long to follow in the footsteps of China in regards to coronavirus? Seriously!,0,0,0,0,0,0,1,0,0,1,0
2316,1245162698146336768,"This dumb Cun7 Erdogan is worse than the CoronaVirus, he is and always will be a pest for the planet.",0,0,0,0,0,0,1,0,0,0,0
4881,1245195363675328512,"Please don't look at suspected &amp; proved #Corona Patients as Criminals.

#TablighiJamaat #TableeghiJamaat #CoronavirusCrisis",0,0,1,0,0,1,0,0,0,0,1
1917,1245157840341413889,"I regret leaving home after 16 days of self-quarantine... 
Yo guys, we need to make it at least 20 days now, am told!

#COVID19",1,0,0,0,1,0,1,0,0,0,0
6159,1245211126154969088,Reuters: MAINLAND CHINA REPORTS 36 NEW CONFIRMED CASES OF CORONAVIRUS ON MARCH 31 VS 48 ON MARCH 30,0,0,0,0,0,0,0,0,1,0,0
7497,1245228641430261761,I forsee a Real Race War in South Africa after this #coronavirus. People's eyes and minds have been reconcietised.,0,0,0,1,1,0,0,0,0,1,0
6993,1245221288970338304,Yo can someone just like kill this corona dude so I can see my girlfriend already?,0,0,0,0,0,1,1,0,0,0,0
3848,1245182264411070464,I wonder who's gonna be the first tone deaf dipshit to make a coronavirus April Fools' Day joke.,0,0,0,0,0,0,1,0,0,1,0
2824,1245169434379071489,"How long will it take Donald Trump to mock Chris Cuomo for having the coronavirus? 

I feel it coming in 3, 2, 1....",0,0,0,0,0,0,0,1,0,0,1
2952,1245170968340738048,It would be funny if the world announced that the coronavirus was an april fools joke,0,0,0,0,0,0,0,0,0,0,1
6099,1245210350347120640,"Earlier : Terrorism has no religion !

Now : Corona has no religion !

Kitna defend karoge is beemar religion ko..!!!",0,0,0,1,0,0,1,0,0,1,0
4821,1245194620742574081,They’re trying to implement a pass/fail system at school &amp; my professor said anything below a 90 is failing 🙃 FUCK THIS CORONA,0,0,0,0,0,0,1,0,0,0,1
1420,1245152149673086976,just heard on the radio “can blowing a hairdryer up your nose kill the corona virus?” 🤦🏼‍♀️,0,0,0,1,0,0,1,0,0,1,1
2323,1245162806892269569,Finally some good news #ChinaVirus #ChineseVirus #COVID19. @realDonaldTrump . and much #China and dirty #Chinese.,1,0,0,0,0,0,0,1,0,0,0
2443,1245164437775863810,#I wish  trump would came out and said all of this #COVID19 was a huge #AprilFoolsDay JOKE,1,0,0,1,0,1,0,0,0,0,1
2859,1245169941256552449,Do not lose focus because these worldly things will try to distract you !! #coronavirus #StayAtHome #stayhealthy #staysafe,1,0,0,0,0,0,0,0,0,0,0
870,1245146571064463367,"when covid19 is over, I’m gonna have to rush to get my wedding dress. June gives me 4 months for alterations and everything",1,0,0,0,0,0,0,0,0,0,1
3476,1245177382396461057,"Want a laugh right about now?
Tuesday Night Twitter with Coronavirus 😁⬇️",0,0,0,0,0,0,0,0,0,0,1
1254,1245150312492646404,"First three NHS doctors who died protecting us from Coronavirus:

Amged el-Hawrani
Adel el-Tayar
Habib Zaidi",0,0,0,0,0,1,0,0,1,0,0
2090,1245159836679131136,I pray the Coronavirus drops the prices on houses because a 4 bedroom in Stafford is OD rn!,1,0,1,1,0,0,0,0,0,0,0
580,1245144053756370946,@TuckerCarlson Go watch WORLD RENOWNED heart surgeon @DrGundry video on Corona. He explains how masks actually INCREASE surgical masks.,0,0,0,0,0,0,1,0,1,0,0
7971,1245236170008788993,"One of the main things the Coro has done is weedle out just how many of you video stuff in portrait. You sick, twisted bastards. #COVID19 #",0,0,0,0,0,0,1,0,0,0,0
